sale_id,sale_date,store_id,product_id,customer_id,qty,unit_price,total_amount,payment_type,city_id,city_name,product_name,category,month,price_band
6964,11-07-2024,64,6,5253,1,220,220,"UPI",7,Chennai,Iced Americano,espresso,2024-07,150-300
6965,18-03-2025,133,8,4732,5,150,750,"Card",19,Vadodara,Filter Coffee,filter,2025-03,100-150
6966,12-06-2023,81,9,2744,1,230,230,"Card",9,Surat,Affogato,espresso,2023-06,150-300
6967,10-12-2023,49,8,1177,1,150,150,"UPI",5,Ahmedabad,Filter Coffee,filter,2023-12,100-150
6968,01-01-2023,135,5,4439,4,80,320,"Card",19,Vadodara,Instant Coffee Sachet,instant,2023-01,50-100
6969,14-05-2025,16,7,231,1,210,210,"Card",2,Delhi,Mocha,latte,2025-05,150-300
6970,18-04-2025,51,1,1205,3,120,360,"UPI",6,Pune,Espresso Shot,espresso,2025-04,100-150
6971,09-06-2025,104,12,45484,1,240,240,"Card",12,Kanpur,Caramel Macchiato,latte,2025-06,150-300
6972,13-05-2025,145,10,1454,5,90,450,"UPI",20,Varanasi,Instant Strong Coffee,instant,2025-05,50-100
6973,23-10-2023,77,7,45089,4,210,840,"UPI",9,Surat,Mocha,latte,2023-10,150-300
6974,05-03-2023,136,11,1146,1,190,190,"UPI",19,Vadodara,Flat White,latte,2023-03,150-300
6975,27-05-2024,45,8,2013,1,150,150,"Cash",4,Hyderabad,Filter Coffee,filter,2024-05,100-150
6976,19-01-2025,133,2,1174,1,180,180,"UPI",19,Vadodara,Cappuccino,latte,2025-01,150-300
6977,18-04-2024,19,6,1135,1,220,220,"Card",2,Delhi,Iced Americano,espresso,2024-04,150-300
6978,20-04-2025,21,4,2285,1,250,250,"UPI",2,Delhi,Cold Brew,filter,2025-04,150-300
6979,06-05-2025,28,12,2720,1,240,240,"UPI",3,Bengaluru,Caramel Macchiato,latte,2025-05,150-300
6980,04-01-2024,3,1,3703,1,120,120,"UPI",1,Mumbai,Espresso Shot,espresso,2024-01,100-150
6981,19-08-2025,14,1,1298,4,120,480,"UPI",2,Delhi,Espresso Shot,espresso,2025-08,100-150
6982,13-07-2025,122,4,3804,1,250,250,"UPI",16,Coimbatore,Cold Brew,filter,2025-07,150-300
6983,05-01-2025,42,7,2102,3,210,630,"UPI",4,Hyderabad,Mocha,latte,2025-01,150-300
6984,11-02-2024,70,11,507,2,190,380,"Wallet",8,Kolkata,Flat White,latte,2024-02,150-300
6985,14-06-2023,36,4,45767,1,250,250,"Card",4,Hyderabad,Cold Brew,filter,2023-06,150-300
6986,09-05-2025,91,5,5860,1,80,80,"Cash",10,Jaipur,Instant Coffee Sachet,instant,2025-05,50-100
6987,24-06-2024,61,1,4490,1,120,120,"UPI",7,Chennai,Espresso Shot,espresso,2024-06,100-150
6988,08-10-2024,109,12,2796,1,240,240,"Card",13,Nagpur,Caramel Macchiato,latte,2024-10,150-300
6989,03-01-2024,140,3,1688,1,200,200,"UPI",20,Varanasi,Café Latte,latte,2024-01,150-300
6990,23-01-2023,21,3,2996,4,200,800,"Card",2,Delhi,Café Latte,latte,2023-01,150-300
6991,21-08-2023,134,4,1380,1,250,250,"UPI",19,Vadodara,Cold Brew,filter,2023-08,150-300
6992,25-11-2024,140,2,1046,3,180,540,"Card",20,Varanasi,Cappuccino,latte,2024-11,150-300
6993,29-07-2024,120,1,3691,3,120,360,"Card",16,Coimbatore,Espresso Shot,espresso,2024-07,100-150
6994,20-01-2023,48,5,5840,2,80,160,"UPI",5,Ahmedabad,Instant Coffee Sachet,instant,2023-01,50-100
6995,15-03-2023,121,6,3589,1,220,220,"UPI",16,Coimbatore,Iced Americano,espresso,2023-03,150-300
6996,01-01-2023,29,6,5681,5,220,1100,"Cash",3,Bengaluru,Iced Americano,espresso,2023-01,150-300
6997,27-11-2023,125,4,340,1,250,250,"UPI",17,Visakhapatnam,Cold Brew,filter,2023-11,150-300
6998,13-03-2023,76,6,3517,3,220,660,"Card",9,Surat,Iced Americano,espresso,2023-03,150-300
6999,19-06-2024,72,7,3041,1,210,210,"Card",8,Kolkata,Mocha,latte,2024-06,150-300
7000,29-08-2024,4,10,2837,1,90,90,"UPI",1,Mumbai,Instant Strong Coffee,instant,2024-08,50-100
7001,18-09-2024,122,3,5581,1,200,200,"Cash",16,Coimbatore,Café Latte,latte,2024-09,150-300
7002,08-06-2023,90,1,4022,1,120,120,"Card",10,Jaipur,Espresso Shot,espresso,2023-06,100-150
7003,08-07-2025,100,5,55,1,80,80,"Card",12,Kanpur,Instant Coffee Sachet,instant,2025-07,50-100
7004,15-07-2025,113,3,45257,1,200,200,"Cash",14,Indore,Café Latte,latte,2025-07,150-300
7005,06-07-2024,8,8,3393,3,150,450,"Cash",1,Mumbai,Filter Coffee,filter,2024-07,100-150
7006,29-09-2025,79,10,45462,1,90,90,"Card",9,Surat,Instant Strong Coffee,instant,2025-09,50-100
7007,12-11-2023,81,10,22,2,90,180,"Card",9,Surat,Instant Strong Coffee,instant,2023-11,50-100
7008,27-01-2023,30,10,5432,1,90,90,"UPI",3,Bengaluru,Instant Strong Coffee,instant,2023-01,50-100
7009,09-07-2024,62,6,1548,1,220,220,"Card",7,Chennai,Iced Americano,espresso,2024-07,150-300
7010,24-08-2024,45,2,45846,2,180,360,"Cash",4,Hyderabad,Cappuccino,latte,2024-08,150-300
7011,30-03-2024,131,8,362,4,150,600,"UPI",18,Patna,Filter Coffee,filter,2024-03,100-150
7012,31-05-2023,36,3,452,1,200,200,"UPI",4,Hyderabad,Café Latte,latte,2023-05,150-300
7013,16-05-2025,43,1,1926,1,120,120,"UPI",4,Hyderabad,Espresso Shot,espresso,2025-05,100-150
7014,10-02-2024,13,9,249,1,230,230,"UPI",2,Delhi,Affogato,espresso,2024-02,150-300
7015,28-05-2025,115,2,128,2,180,360,"UPI",14,Indore,Cappuccino,latte,2025-05,150-300
7016,25-10-2023,138,3,3816,2,200,400,"Cash",19,Vadodara,Café Latte,latte,2023-10,150-300
7017,11-11-2024,26,2,45528,1,180,180,"UPI",3,Bengaluru,Cappuccino,latte,2024-11,150-300
7018,20-04-2025,101,7,3301,1,210,210,"Card",12,Kanpur,Mocha,latte,2025-04,150-300
7019,29-10-2025,129,6,3520,2,220,440,"UPI",18,Patna,Iced Americano,espresso,2025-10,150-300
7020,02-04-2024,51,2,1955,2,180,360,"UPI",6,Pune,Cappuccino,latte,2024-04,150-300
7021,02-11-2024,40,12,2788,1,240,240,"Cash",4,Hyderabad,Caramel Macchiato,latte,2024-11,150-300
7022,28-11-2024,52,3,499,3,200,600,"Card",6,Pune,Café Latte,latte,2024-11,150-300
7023,03-06-2025,90,3,2256,3,200,600,"Card",10,Jaipur,Café Latte,latte,2025-06,150-300
7024,22-03-2023,110,10,5208,2,90,180,"UPI",14,Indore,Instant Strong Coffee,instant,2023-03,50-100
7025,19-02-2025,77,7,3104,1,210,210,"Card",9,Surat,Mocha,latte,2025-02,150-300
7026,15-01-2025,66,7,984,1,210,210,"Card",7,Chennai,Mocha,latte,2025-01,150-300
7027,31-01-2023,79,1,111,2,120,240,"UPI",9,Surat,Espresso Shot,espresso,2023-01,100-150
7028,12-10-2025,114,5,4183,1,80,80,"Card",14,Indore,Instant Coffee Sachet,instant,2025-10,50-100
7029,03-07-2023,5,8,1461,1,150,150,"UPI",1,Mumbai,Filter Coffee,filter,2023-07,100-150
7030,04-04-2025,84,12,45811,1,240,240,"Card",9,Surat,Caramel Macchiato,latte,2025-04,150-300
7031,03-01-2025,58,8,1348,1,150,150,"UPI",6,Pune,Filter Coffee,filter,2025-01,100-150
7032,09-09-2023,54,12,2700,1,240,240,"UPI",6,Pune,Caramel Macchiato,latte,2023-09,150-300
7033,05-10-2024,31,8,3024,1,150,150,"Wallet",3,Bengaluru,Filter Coffee,filter,2024-10,100-150
7034,25-09-2025,112,2,5338,1,180,180,"UPI",14,Indore,Cappuccino,latte,2025-09,150-300
7035,24-02-2023,90,10,1005,1,90,90,"UPI",10,Jaipur,Instant Strong Coffee,instant,2023-02,50-100
7036,18-02-2023,69,8,1956,1,150,150,"Card",8,Kolkata,Filter Coffee,filter,2023-02,100-150
7037,25-06-2023,53,5,4735,1,80,80,"UPI",6,Pune,Instant Coffee Sachet,instant,2023-06,50-100
7038,07-09-2025,102,10,3186,4,90,360,"Cash",12,Kanpur,Instant Strong Coffee,instant,2025-09,50-100
7039,13-11-2023,23,6,45178,1,220,220,"UPI",3,Bengaluru,Iced Americano,espresso,2023-11,150-300
7040,26-10-2024,135,1,4124,1,120,120,"Card",19,Vadodara,Espresso Shot,espresso,2024-10,100-150
7041,01-08-2024,87,8,5650,1,150,150,"Card",10,Jaipur,Filter Coffee,filter,2024-08,100-150
7042,10-07-2023,58,12,1113,3,240,720,"Card",6,Pune,Caramel Macchiato,latte,2023-07,150-300
7043,15-03-2023,138,5,3180,1,80,80,"Card",19,Vadodara,Instant Coffee Sachet,instant,2023-03,50-100
7044,25-12-2023,5,2,5170,1,180,180,"UPI",1,Mumbai,Cappuccino,latte,2023-12,150-300
7045,26-02-2024,94,12,45907,1,240,240,"Cash",11,Lucknow,Caramel Macchiato,latte,2024-02,150-300
7046,04-04-2024,141,5,1850,1,80,80,"UPI",20,Varanasi,Instant Coffee Sachet,instant,2024-04,50-100
7047,15-04-2024,72,6,539,1,220,220,"Cash",8,Kolkata,Iced Americano,espresso,2024-04,150-300
7048,27-01-2024,115,4,3991,1,250,250,"UPI",14,Indore,Cold Brew,filter,2024-01,150-300
7049,24-07-2023,109,6,363,1,220,220,"Card",13,Nagpur,Iced Americano,espresso,2023-07,150-300
7050,23-07-2025,145,8,3875,1,150,150,"UPI",20,Varanasi,Filter Coffee,filter,2025-07,100-150
7051,13-07-2025,10,9,3180,1,230,230,"Card",1,Mumbai,Affogato,espresso,2025-07,150-300
7052,09-03-2023,120,6,5959,1,220,220,"Card",16,Coimbatore,Iced Americano,espresso,2023-03,150-300
7053,03-09-2024,1,7,2464,1,210,210,"UPI",1,Mumbai,Mocha,latte,2024-09,150-300
7054,21-01-2025,100,1,2945,1,120,120,"Cash",12,Kanpur,Espresso Shot,espresso,2025-01,100-150
7055,02-03-2024,26,2,4556,1,180,180,"Card",3,Bengaluru,Cappuccino,latte,2024-03,150-300
7056,30-10-2025,23,12,3939,1,240,240,"UPI",3,Bengaluru,Caramel Macchiato,latte,2025-10,150-300
7057,16-06-2024,57,6,1946,1,220,220,"Card",6,Pune,Iced Americano,espresso,2024-06,150-300
7058,17-10-2024,58,4,1624,1,250,250,"UPI",6,Pune,Cold Brew,filter,2024-10,150-300
7059,17-05-2025,35,9,3343,5,230,1150,"UPI",4,Hyderabad,Affogato,espresso,2025-05,150-300
7060,14-09-2024,104,2,2620,1,180,180,"Card",12,Kanpur,Cappuccino,latte,2024-09,150-300
7061,04-08-2024,56,5,45678,1,80,80,"Card",6,Pune,Instant Coffee Sachet,instant,2024-08,50-100
7062,14-09-2023,98,5,1390,1,80,80,"UPI",12,Kanpur,Instant Coffee Sachet,instant,2023-09,50-100
7063,12-04-2024,146,10,2772,2,90,180,"Card",20,Varanasi,Instant Strong Coffee,instant,2024-04,50-100
7064,01-03-2023,62,1,2865,1,120,120,"Card",7,Chennai,Espresso Shot,espresso,2023-03,100-150
7065,09-08-2024,142,8,5132,5,150,750,"UPI",20,Varanasi,Filter Coffee,filter,2024-08,100-150
7066,09-08-2023,75,10,322,1,90,90,"UPI",8,Kolkata,Instant Strong Coffee,instant,2023-08,50-100
7067,15-07-2023,60,5,45549,3,80,240,"UPI",7,Chennai,Instant Coffee Sachet,instant,2023-07,50-100
7068,01-07-2023,22,10,1528,1,90,90,"Wallet",2,Delhi,Instant Strong Coffee,instant,2023-07,50-100
7069,17-05-2024,116,8,1718,1,150,150,"Card",14,Indore,Filter Coffee,filter,2024-05,100-150
7070,18-06-2024,49,3,45394,1,200,200,"Cash",5,Ahmedabad,Café Latte,latte,2024-06,150-300
7071,07-08-2025,23,7,705,3,210,630,"Card",3,Bengaluru,Mocha,latte,2025-08,150-300
7072,16-07-2025,25,2,2331,1,180,180,"UPI",3,Bengaluru,Cappuccino,latte,2025-07,150-300
7073,08-11-2024,126,4,4081,1,250,250,"Card",17,Visakhapatnam,Cold Brew,filter,2024-11,150-300
7074,12-01-2025,67,2,5025,1,180,180,"UPI",8,Kolkata,Cappuccino,latte,2025-01,150-300
7075,01-08-2023,136,1,510,1,120,120,"UPI",19,Vadodara,Espresso Shot,espresso,2023-08,100-150
7076,04-05-2024,24,4,5630,1,250,250,"Card",3,Bengaluru,Cold Brew,filter,2024-05,150-300
7077,22-10-2024,71,9,2092,3,230,690,"UPI",8,Kolkata,Affogato,espresso,2024-10,150-300
7078,04-10-2023,64,11,893,1,190,190,"Card",7,Chennai,Flat White,latte,2023-10,150-300
7079,14-10-2023,20,10,4031,3,90,270,"UPI",2,Delhi,Instant Strong Coffee,instant,2023-10,50-100
7080,08-10-2023,64,11,3445,4,190,760,"UPI",7,Chennai,Flat White,latte,2023-10,150-300
7081,14-07-2023,20,9,2542,1,230,230,"Card",2,Delhi,Affogato,espresso,2023-07,150-300
7082,04-08-2025,26,6,45139,1,220,220,"Card",3,Bengaluru,Iced Americano,espresso,2025-08,150-300
7083,13-01-2023,51,4,45416,4,250,1000,"Card",6,Pune,Cold Brew,filter,2023-01,150-300
7084,30-05-2024,114,5,365,3,80,240,"Card",14,Indore,Instant Coffee Sachet,instant,2024-05,50-100
7085,02-01-2024,27,5,5634,1,80,80,"UPI",3,Bengaluru,Instant Coffee Sachet,instant,2024-01,50-100
7086,01-12-2023,4,9,1826,4,230,920,"Cash",1,Mumbai,Affogato,espresso,2023-12,150-300
7087,13-09-2025,97,6,4642,1,220,220,"Card",12,Kanpur,Iced Americano,espresso,2025-09,150-300
7088,02-10-2025,97,9,45121,1,230,230,"UPI",12,Kanpur,Affogato,espresso,2025-10,150-300
7089,22-10-2025,31,7,4703,2,210,420,"Cash",3,Bengaluru,Mocha,latte,2025-10,150-300
7090,03-04-2024,118,8,5531,2,150,300,"Cash",15,Bhopal,Filter Coffee,filter,2024-04,100-150
7091,13-11-2024,109,12,2909,1,240,240,"Cash",13,Nagpur,Caramel Macchiato,latte,2024-11,150-300
7092,15-02-2023,76,9,3041,2,230,460,"UPI",9,Surat,Affogato,espresso,2023-02,150-300
7093,06-02-2024,82,10,45261,1,90,90,"UPI",9,Surat,Instant Strong Coffee,instant,2024-02,50-100
7094,14-02-2025,55,12,5134,1,240,240,"UPI",6,Pune,Caramel Macchiato,latte,2025-02,150-300
7095,22-04-2024,119,6,3371,1,220,220,"UPI",15,Bhopal,Iced Americano,espresso,2024-04,150-300
7096,16-01-2025,64,8,1835,1,150,150,"UPI",7,Chennai,Filter Coffee,filter,2025-01,100-150
7097,26-08-2024,73,12,5442,2,240,480,"UPI",8,Kolkata,Caramel Macchiato,latte,2024-08,150-300
7098,16-04-2024,144,9,2768,1,230,230,"UPI",20,Varanasi,Affogato,espresso,2024-04,150-300
7099,20-04-2025,140,6,3299,1,220,220,"Card",20,Varanasi,Iced Americano,espresso,2025-04,150-300
7100,24-03-2024,93,3,3768,5,200,1000,"Cash",11,Lucknow,Café Latte,latte,2024-03,150-300
7101,20-05-2024,35,2,25,1,180,180,"Card",4,Hyderabad,Cappuccino,latte,2024-05,150-300
7102,01-08-2024,113,11,1372,2,190,380,"Card",14,Indore,Flat White,latte,2024-08,150-300
7103,16-07-2025,4,3,45673,2,200,400,"Cash",1,Mumbai,Café Latte,latte,2025-07,150-300
7104,13-12-2023,89,6,4096,1,220,220,"Card",10,Jaipur,Iced Americano,espresso,2023-12,150-300
7105,22-07-2025,15,9,1764,1,230,230,"Card",2,Delhi,Affogato,espresso,2025-07,150-300
7106,09-11-2024,113,10,5945,1,90,90,"Card",14,Indore,Instant Strong Coffee,instant,2024-11,50-100
7107,21-05-2024,3,7,5612,1,210,210,"UPI",1,Mumbai,Mocha,latte,2024-05,150-300
7108,23-09-2023,73,4,2406,1,250,250,"Card",8,Kolkata,Cold Brew,filter,2023-09,150-300
7109,30-05-2023,126,5,45505,1,80,80,"Card",17,Visakhapatnam,Instant Coffee Sachet,instant,2023-05,50-100
7110,27-12-2023,74,9,3998,1,230,230,"Card",8,Kolkata,Affogato,espresso,2023-12,150-300
7111,10-04-2025,41,5,5172,1,80,80,"Card",4,Hyderabad,Instant Coffee Sachet,instant,2025-04,50-100
7112,16-12-2023,62,5,3062,2,80,160,"Wallet",7,Chennai,Instant Coffee Sachet,instant,2023-12,50-100
7113,30-04-2024,13,10,3421,3,90,270,"Card",2,Delhi,Instant Strong Coffee,instant,2024-04,50-100
7114,10-01-2023,101,8,89,1,150,150,"UPI",12,Kanpur,Filter Coffee,filter,2023-01,100-150
7115,29-01-2025,144,11,683,3,190,570,"UPI",20,Varanasi,Flat White,latte,2025-01,150-300
7116,08-05-2023,26,6,45076,1,220,220,"UPI",3,Bengaluru,Iced Americano,espresso,2023-05,150-300
7117,02-08-2023,17,11,45287,1,190,190,"Card",2,Delhi,Flat White,latte,2023-08,150-300
7118,22-03-2024,119,2,2733,2,180,360,"Card",15,Bhopal,Cappuccino,latte,2024-03,150-300
7119,01-06-2024,41,12,45276,1,240,240,"UPI",4,Hyderabad,Caramel Macchiato,latte,2024-06,150-300
7120,24-06-2024,133,10,5475,4,90,360,"UPI",19,Vadodara,Instant Strong Coffee,instant,2024-06,50-100
7121,05-12-2023,21,4,4549,1,250,250,"UPI",2,Delhi,Cold Brew,filter,2023-12,150-300
7122,07-06-2023,81,1,2560,1,120,120,"Cash",9,Surat,Espresso Shot,espresso,2023-06,100-150
7123,16-09-2023,24,8,737,3,150,450,"Card",3,Bengaluru,Filter Coffee,filter,2023-09,100-150
7124,14-07-2025,66,2,2830,1,180,180,"UPI",7,Chennai,Cappuccino,latte,2025-07,150-300
7125,29-03-2023,47,4,45373,3,250,750,"UPI",5,Ahmedabad,Cold Brew,filter,2023-03,150-300
7126,06-01-2023,20,7,2472,2,210,420,"UPI",2,Delhi,Mocha,latte,2023-01,150-300
7127,23-01-2024,106,7,5655,1,210,210,"UPI",13,Nagpur,Mocha,latte,2024-01,150-300
7128,04-09-2024,132,7,4170,1,210,210,"UPI",18,Patna,Mocha,latte,2024-09,150-300
7129,18-07-2023,115,5,2668,1,80,80,"Cash",14,Indore,Instant Coffee Sachet,instant,2023-07,50-100
7130,19-10-2025,1,2,45185,1,180,180,"UPI",1,Mumbai,Cappuccino,latte,2025-10,150-300
7131,15-10-2023,102,5,3219,1,80,80,"Card",12,Kanpur,Instant Coffee Sachet,instant,2023-10,50-100
7132,22-05-2023,123,8,812,2,150,300,"UPI",17,Visakhapatnam,Filter Coffee,filter,2023-05,100-150
7133,16-04-2023,17,5,1227,1,80,80,"Cash",2,Delhi,Instant Coffee Sachet,instant,2023-04,50-100
7134,03-01-2025,141,7,4784,1,210,210,"Cash",20,Varanasi,Mocha,latte,2025-01,150-300
7135,03-01-2024,56,6,45539,1,220,220,"Card",6,Pune,Iced Americano,espresso,2024-01,150-300
7136,21-09-2025,51,6,622,2,220,440,"UPI",6,Pune,Iced Americano,espresso,2025-09,150-300
7137,11-08-2023,97,4,4924,2,250,500,"Card",12,Kanpur,Cold Brew,filter,2023-08,150-300
7138,10-09-2025,104,6,1675,1,220,220,"Card",12,Kanpur,Iced Americano,espresso,2025-09,150-300
7139,20-12-2024,13,1,5370,1,120,120,"Cash",2,Delhi,Espresso Shot,espresso,2024-12,100-150
7140,07-02-2025,110,5,45032,1,80,80,"Card",14,Indore,Instant Coffee Sachet,instant,2025-02,50-100
7141,01-09-2023,121,12,4998,1,240,240,"Card",16,Coimbatore,Caramel Macchiato,latte,2023-09,150-300
7142,23-10-2024,41,11,399,3,190,570,"UPI",4,Hyderabad,Flat White,latte,2024-10,150-300
7143,25-02-2024,99,4,5539,2,250,500,"UPI",12,Kanpur,Cold Brew,filter,2024-02,150-300
7144,12-04-2025,63,7,4773,5,210,1050,"UPI",7,Chennai,Mocha,latte,2025-04,150-300
7145,25-09-2025,142,7,981,1,210,210,"Card",20,Varanasi,Mocha,latte,2025-09,150-300
7146,27-04-2025,44,12,4702,2,240,480,"UPI",4,Hyderabad,Caramel Macchiato,latte,2025-04,150-300
7147,18-01-2024,55,1,45695,1,120,120,"Cash",6,Pune,Espresso Shot,espresso,2024-01,100-150
7148,17-08-2025,137,2,5372,1,180,180,"UPI",19,Vadodara,Cappuccino,latte,2025-08,150-300
7149,22-06-2024,30,7,732,1,210,210,"UPI",3,Bengaluru,Mocha,latte,2024-06,150-300
7150,13-05-2025,112,1,700,1,120,120,"UPI",14,Indore,Espresso Shot,espresso,2025-05,100-150
7151,13-05-2024,39,4,5761,1,250,250,"UPI",4,Hyderabad,Cold Brew,filter,2024-05,150-300
7152,14-05-2024,54,6,3059,1,220,220,"UPI",6,Pune,Iced Americano,espresso,2024-05,150-300
7153,10-05-2025,140,8,5885,1,150,150,"UPI",20,Varanasi,Filter Coffee,filter,2025-05,100-150
7154,19-05-2024,6,5,5670,1,80,80,"UPI",1,Mumbai,Instant Coffee Sachet,instant,2024-05,50-100
7155,23-09-2023,69,8,738,2,150,300,"UPI",8,Kolkata,Filter Coffee,filter,2023-09,100-150
7156,09-10-2023,43,9,4410,1,230,230,"Card",4,Hyderabad,Affogato,espresso,2023-10,150-300
7157,26-06-2025,33,5,4485,1,80,80,"Cash",3,Bengaluru,Instant Coffee Sachet,instant,2025-06,50-100
7158,19-04-2024,103,4,4898,1,250,250,"UPI",12,Kanpur,Cold Brew,filter,2024-04,150-300
7159,22-09-2023,111,11,5706,4,190,760,"Cash",14,Indore,Flat White,latte,2023-09,150-300
7160,21-06-2024,113,4,5871,1,250,250,"Cash",14,Indore,Cold Brew,filter,2024-06,150-300
7161,06-08-2023,36,5,3546,1,80,80,"Wallet",4,Hyderabad,Instant Coffee Sachet,instant,2023-08,50-100
7162,30-04-2024,143,12,4198,2,240,480,"UPI",20,Varanasi,Caramel Macchiato,latte,2024-04,150-300
7163,07-06-2023,65,2,1118,3,180,540,"Card",7,Chennai,Cappuccino,latte,2023-06,150-300
7164,22-09-2024,139,5,5006,1,80,80,"UPI",20,Varanasi,Instant Coffee Sachet,instant,2024-09,50-100
7165,29-06-2023,73,12,3476,1,240,240,"UPI",8,Kolkata,Caramel Macchiato,latte,2023-06,150-300
7166,19-02-2025,20,1,4803,1,120,120,"Card",2,Delhi,Espresso Shot,espresso,2025-02,100-150
7167,24-05-2024,99,12,2866,1,240,240,"Card",12,Kanpur,Caramel Macchiato,latte,2024-05,150-300
7168,30-01-2025,33,5,2201,1,80,80,"Card",3,Bengaluru,Instant Coffee Sachet,instant,2025-01,50-100
7169,26-07-2024,72,12,4725,4,240,960,"UPI",8,Kolkata,Caramel Macchiato,latte,2024-07,150-300
7170,13-08-2025,2,9,4946,1,230,230,"UPI",1,Mumbai,Affogato,espresso,2025-08,150-300
7171,11-05-2023,68,8,4455,2,150,300,"Card",8,Kolkata,Filter Coffee,filter,2023-05,100-150
7172,27-11-2024,116,1,45106,1,120,120,"UPI",14,Indore,Espresso Shot,espresso,2024-11,100-150
7173,14-04-2023,1,2,1420,1,180,180,"UPI",1,Mumbai,Cappuccino,latte,2023-04,150-300
7174,27-03-2023,115,8,45436,1,150,150,"Cash",14,Indore,Filter Coffee,filter,2023-03,100-150
7175,05-06-2024,141,8,4244,1,150,150,"Wallet",20,Varanasi,Filter Coffee,filter,2024-06,100-150
7176,23-03-2023,110,2,4251,2,180,360,"Card",14,Indore,Cappuccino,latte,2023-03,150-300
7177,01-04-2025,61,1,3482,1,120,120,"Card",7,Chennai,Espresso Shot,espresso,2025-04,100-150
7178,16-09-2025,144,1,175,2,120,240,"Card",20,Varanasi,Espresso Shot,espresso,2025-09,100-150
7179,15-03-2023,2,10,1495,1,90,90,"UPI",1,Mumbai,Instant Strong Coffee,instant,2023-03,50-100
7180,18-07-2024,34,6,943,1,220,220,"Card",3,Bengaluru,Iced Americano,espresso,2024-07,150-300
7181,24-04-2024,71,3,2831,1,200,200,"Card",8,Kolkata,Café Latte,latte,2024-04,150-300
7182,19-07-2025,21,4,1285,1,250,250,"Card",2,Delhi,Cold Brew,filter,2025-07,150-300
7183,25-05-2023,34,10,4754,1,90,90,"UPI",3,Bengaluru,Instant Strong Coffee,instant,2023-05,50-100
7184,06-02-2024,6,1,1375,1,120,120,"Card",1,Mumbai,Espresso Shot,espresso,2024-02,100-150
7185,27-11-2024,35,6,4688,4,220,880,"Card",4,Hyderabad,Iced Americano,espresso,2024-11,150-300
7186,06-12-2024,132,9,5017,1,230,230,"Card",18,Patna,Affogato,espresso,2024-12,150-300
7187,22-04-2024,65,4,279,1,250,250,"Cash",7,Chennai,Cold Brew,filter,2024-04,150-300
7188,23-02-2024,77,1,5315,1,120,120,"Card",9,Surat,Espresso Shot,espresso,2024-02,100-150
7189,02-01-2025,4,4,4376,1,250,250,"UPI",1,Mumbai,Cold Brew,filter,2025-01,150-300
7190,24-12-2023,89,1,45071,1,120,120,"UPI",10,Jaipur,Espresso Shot,espresso,2023-12,100-150
7191,22-07-2024,98,1,4605,2,120,240,"UPI",12,Kanpur,Espresso Shot,espresso,2024-07,100-150
7192,19-09-2025,42,11,2676,1,190,190,"UPI",4,Hyderabad,Flat White,latte,2025-09,150-300
7193,30-11-2023,48,3,4180,1,200,200,"UPI",5,Ahmedabad,Café Latte,latte,2023-11,150-300
7194,07-07-2024,12,1,45404,1,120,120,"Card",2,Delhi,Espresso Shot,espresso,2024-07,100-150
7195,08-08-2023,75,10,898,1,90,90,"UPI",8,Kolkata,Instant Strong Coffee,instant,2023-08,50-100
7196,07-04-2024,96,10,45659,1,90,90,"UPI",11,Lucknow,Instant Strong Coffee,instant,2024-04,50-100
7197,11-11-2024,129,12,3861,1,240,240,"UPI",18,Patna,Caramel Macchiato,latte,2024-11,150-300
7198,01-04-2025,6,2,4934,1,180,180,"Card",1,Mumbai,Cappuccino,latte,2025-04,150-300
7199,04-04-2024,134,12,1879,1,240,240,"Wallet",19,Vadodara,Caramel Macchiato,latte,2024-04,150-300
7200,24-06-2023,114,9,45260,1,230,230,"Card",14,Indore,Affogato,espresso,2023-06,150-300
7201,17-12-2024,86,5,45480,5,80,400,"Cash",10,Jaipur,Instant Coffee Sachet,instant,2024-12,50-100
7202,04-07-2023,146,12,2784,1,240,240,"Cash",20,Varanasi,Caramel Macchiato,latte,2023-07,150-300
7203,07-07-2024,83,8,4764,1,150,150,"Card",9,Surat,Filter Coffee,filter,2024-07,100-150
7204,20-06-2025,128,1,724,1,120,120,"UPI",18,Patna,Espresso Shot,espresso,2025-06,100-150
7205,11-04-2024,13,4,1794,1,250,250,"UPI",2,Delhi,Cold Brew,filter,2024-04,150-300
7206,06-06-2025,90,10,5125,3,90,270,"UPI",10,Jaipur,Instant Strong Coffee,instant,2025-06,50-100
7207,14-12-2024,69,1,45101,2,120,240,"UPI",8,Kolkata,Espresso Shot,espresso,2024-12,100-150
7208,06-11-2023,83,9,45643,3,230,690,"Card",9,Surat,Affogato,espresso,2023-11,150-300
7209,08-02-2024,112,7,903,5,210,1050,"Card",14,Indore,Mocha,latte,2024-02,150-300
7210,25-03-2024,57,9,3076,1,230,230,"UPI",6,Pune,Affogato,espresso,2024-03,150-300
7211,25-07-2025,38,2,5709,1,180,180,"Card",4,Hyderabad,Cappuccino,latte,2025-07,150-300
7212,12-11-2023,87,10,5812,3,90,270,"Card",10,Jaipur,Instant Strong Coffee,instant,2023-11,50-100
7213,26-02-2023,99,6,2751,1,220,220,"UPI",12,Kanpur,Iced Americano,espresso,2023-02,150-300
7214,01-06-2024,101,11,2503,1,190,190,"UPI",12,Kanpur,Flat White,latte,2024-06,150-300
