sale_id,sale_date,store_id,product_id,customer_id,qty,unit_price,total_amount,payment_type
8013,2023-11-10,52,7,3809,1,210,210,UPI
8014,2024-09-02,145,8,2896,1,150,150,UPI
8015,2025-08-02,37,12,5179,1,240,240,UPI
8016,2025-08-29,96,4,45005,1,250,250,UPI
8017,2023-07-18,144,9,5284,2,230,460,Card
8018,2023-11-03,78,2,3984,1,180,180,UPI
8019,2024-05-21,33,11,724,2,190,380,Card
8020,2023-12-25,84,5,2540,1,80,80,Card
8021,2024-03-08,90,1,2447,2,120,240,Card
8022,2025-04-19,5,11,3186,2,190,380,UPI
8023,2024-02-22,1,8,3949,1,150,150,Card
8024,2025-03-03,126,4,5078,1,250,250,UPI
8025,2024-11-09,25,12,3226,1,240,240,UPI
8026,2024-02-25,127,3,326,1,200,200,UPI
8027,2024-11-28,77,1,168,1,120,120,UPI
8028,2023-03-02,143,6,45359,4,220,880,Wallet
8029,2025-02-22,53,11,1639,1,190,190,UPI
8030,2023-09-03,94,1,4916,1,120,120,UPI
8031,2023-07-02,41,9,45719,1,230,230,UPI
8032,2023-12-14,118,8,2405,1,150,150,Card
8033,2025-06-10,129,11,1984,1,190,190,Wallet
8034,2025-03-30,9,10,776,1,90,90,Cash
8035,2024-09-29,49,2,44987,3,180,540,Card
8036,2024-05-09,1,12,273,1,240,240,UPI
8037,2024-03-02,29,9,466,2,230,460,Card
8038,2024-11-01,122,12,5091,1,240,240,Card
8039,2023-10-19,119,9,731,1,230,230,Card
8040,2023-08-18,100,5,237,1,80,80,Card
8041,2023-01-16,45,4,2170,1,250,250,Card
8042,2023-09-19,111,11,5887,1,190,190,Card
8043,2023-04-13,126,4,45421,1,250,250,UPI
8044,2023-09-16,43,10,711,1,90,90,UPI
8045,2023-11-06,2,7,3301,1,210,210,Card
8046,2025-02-02,104,1,4821,2,120,240,UPI
8047,2023-08-19,115,5,45156,1,80,80,UPI
8048,2023-01-23,105,10,4292,1,90,90,UPI
8049,2024-07-12,110,12,1636,1,240,240,UPI
8050,2024-05-25,134,11,1280,2,190,380,Card
8051,2023-01-03,13,3,3211,1,200,200,Card
8052,2023-11-20,70,8,2456,2,150,300,UPI
8053,2023-12-05,38,5,1200,1,80,80,UPI
8054,2023-01-04,97,3,3237,1,200,200,UPI
8055,2023-04-05,64,1,44949,1,120,120,UPI
8056,2023-02-02,119,7,45485,4,210,840,UPI
8057,2023-01-29,92,12,1785,1,240,240,Card
8058,2025-05-02,136,4,3914,1,250,250,Card
8059,2025-03-17,58,8,3945,3,150,450,UPI
8060,2024-08-08,46,5,4178,1,80,80,Card
8061,2024-01-22,46,9,5247,1,230,230,Cash
8062,2024-03-29,28,3,4135,1,200,200,Wallet
8063,2024-09-18,41,5,4778,1,80,80,Cash
8064,2024-12-05,119,8,4918,2,150,300,Card
8065,2024-01-07,130,2,5678,2,180,360,UPI
8066,2025-07-11,142,2,3753,1,180,180,Wallet
8067,2023-06-22,3,5,45512,1,80,80,Card
8068,2025-08-08,49,3,4270,3,200,600,Card
8069,2023-01-08,69,9,3101,2,230,460,UPI
8070,2023-01-06,20,7,3209,1,210,210,Card
8071,2025-03-12,138,12,2597,1,240,240,UPI
8072,2025-03-20,87,5,1055,1,80,80,Card
8073,2025-06-07,129,7,45849,1,210,210,Card
8074,2025-06-01,2,2,4762,1,180,180,UPI
8075,2023-05-20,5,12,1962,1,240,240,UPI
8076,2023-07-08,8,7,2000,1,210,210,UPI
8077,2024-01-27,121,9,3172,1,230,230,Cash
8078,2023-07-05,84,5,45728,1,80,80,Cash
8079,2024-09-23,42,10,45736,1,90,90,Card
8080,2023-01-05,145,7,4517,1,210,210,Card
8081,2023-02-05,94,3,394,1,200,200,UPI
8082,2025-06-19,72,6,180,2,220,440,Card
8083,2023-05-24,105,1,4207,1,120,120,UPI
8084,2024-08-20,41,11,4745,1,190,190,Card
8085,2025-05-31,22,6,45112,1,220,220,UPI
8086,2025-09-02,40,6,460,1,220,220,UPI
8087,2023-08-25,139,12,5443,2,240,480,UPI
8088,2024-01-01,138,10,5739,1,90,90,Cash
8089,2023-08-04,24,5,4965,1,80,80,UPI
8090,2025-02-07,112,11,775,2,190,380,Card
8091,2023-11-10,29,6,45524,1,220,220,Card
8092,2024-12-10,49,7,565,1,210,210,Card
8093,2025-06-23,57,7,5238,2,210,420,UPI
8094,2025-04-06,51,5,2310,1,80,80,UPI
8095,2025-06-15,37,7,45292,1,210,210,Card
8096,2024-12-15,69,6,3558,2,220,440,Cash
8097,2025-08-17,28,6,45695,1,220,220,Card
8098,2023-03-11,105,1,3137,1,120,120,UPI
8099,2024-08-26,113,9,3505,1,230,230,Card
8100,2023-01-14,20,8,45831,1,150,150,Wallet
8101,2025-04-21,98,2,45753,1,180,180,Card
8102,2024-06-07,59,1,4434,2,120,240,UPI
8103,2024-04-11,128,12,1097,4,240,960,Cash
8104,2025-04-24,52,1,4813,3,120,360,UPI
8105,2023-05-08,79,7,1250,1,210,210,UPI
8106,2025-04-30,96,11,4554,1,190,190,Card
8107,2024-10-22,138,5,4531,1,80,80,UPI
8108,2025-01-15,78,4,185,1,250,250,Cash
8109,2024-02-05,71,2,3063,1,180,180,Card
8110,2024-08-26,89,12,5913,2,240,480,Card
8111,2024-01-16,142,2,3475,2,180,360,Card
8112,2023-03-05,121,11,659,1,190,190,UPI
8113,2023-03-20,49,11,5138,1,190,190,UPI
8114,2023-02-05,124,7,740,1,210,210,Card
8115,2025-07-15,73,10,4734,1,90,90,Card
8116,2025-07-04,99,6,3347,1,220,220,Cash
8117,2025-03-11,28,9,657,1,230,230,Card
8118,2024-03-06,59,5,3542,1,80,80,Card
8119,2023-12-07,113,11,930,1,190,190,Card
8120,2024-01-22,108,4,2320,2,250,500,UPI
8121,2024-11-06,13,3,4820,1,200,200,UPI
8122,2023-07-04,47,7,5085,4,210,840,Cash
8123,2023-05-31,42,8,4132,1,150,150,Cash
8124,2024-01-15,62,4,1457,1,250,250,UPI
8125,2024-11-23,126,4,3384,2,250,500,UPI
8126,2023-05-09,50,7,585,2,210,420,Cash
8127,2023-05-30,12,7,5640,1,210,210,UPI
8128,2025-03-24,118,2,45602,4,180,720,Card
8129,2023-05-13,78,12,122,1,240,240,Card
8130,2024-05-09,140,4,45077,2,250,500,Card
8131,2023-05-24,66,11,644,2,190,380,UPI
8132,2025-10-25,99,1,881,1,120,120,UPI
8133,2025-07-27,101,6,45055,1,220,220,Cash
8134,2025-05-12,13,1,3068,1,120,120,Card
8135,2025-09-30,103,9,45740,1,230,230,UPI
8136,2024-07-27,39,3,45059,4,200,800,UPI
8137,2024-02-07,99,6,5112,3,220,660,Card
8138,2024-05-27,79,11,2230,1,190,190,UPI
8139,2025-02-17,130,11,45955,1,190,190,UPI
8140,2023-08-08,37,1,4502,1,120,120,Cash
8141,2025-06-09,18,8,5935,1,150,150,Card
8142,2024-04-25,121,11,5423,2,190,380,Cash
8143,2023-08-22,143,2,5003,1,180,180,UPI
8144,2023-01-29,112,8,1927,1,150,150,UPI
8145,2023-10-21,88,9,3255,2,230,460,Card
8146,2025-09-14,139,1,5525,1,120,120,UPI
8147,2024-02-08,107,6,5602,1,220,220,UPI
8148,2025-10-29,105,12,1255,4,240,960,Cash
8149,2023-01-19,10,9,516,1,230,230,UPI
8150,2023-04-17,61,1,2978,1,120,120,Card
8151,2024-07-17,98,4,2132,1,250,250,UPI
8152,2023-11-13,76,9,5694,1,230,230,UPI
8153,2024-05-18,143,3,3637,1,200,200,Wallet
8154,2024-01-07,120,10,2479,3,90,270,UPI
8155,2024-03-07,73,2,3827,2,180,360,UPI
8156,2024-10-03,99,2,4919,1,180,180,UPI
8157,2024-09-30,44,4,1480,1,250,250,UPI
8158,2023-02-16,124,7,1592,1,210,210,UPI
8159,2024-11-24,87,9,4557,1,230,230,UPI
8160,2024-05-14,122,11,5690,1,190,190,UPI
8161,2024-08-05,30,10,4294,1,90,90,Cash
8162,2025-06-11,16,10,2799,1,90,90,UPI
8163,2025-08-01,121,3,676,1,200,200,UPI
8164,2025-07-16,70,3,272,1,200,200,Card
8165,2024-01-24,16,6,1862,1,220,220,Card
8166,2024-03-16,113,7,3368,1,210,210,UPI
8167,2025-06-23,71,2,3192,3,180,540,Card
8168,2024-02-29,64,9,448,1,230,230,Card
8169,2024-09-20,91,10,45819,1,90,90,UPI
8170,2024-11-01,47,5,5658,2,80,160,UPI
8171,2024-11-17,68,1,3277,1,120,120,Cash
8172,2023-08-19,22,6,1449,1,220,220,UPI
8173,2023-03-25,126,7,2273,2,210,420,UPI
8174,2023-05-29,142,4,4595,1,250,250,Cash
8175,2023-04-01,87,12,2414,1,240,240,Cash
8176,2025-05-05,30,12,2289,1,240,240,Card
8177,2023-08-03,89,2,455,1,180,180,UPI
8178,2024-02-19,106,2,3702,3,180,540,UPI
8179,2025-09-27,127,2,1835,4,180,720,Card
8180,2023-01-25,114,4,2173,1,250,250,UPI
8181,2023-08-05,92,8,1830,1,150,150,Card
8182,2025-04-17,96,10,3918,1,90,90,Card
8183,2023-05-23,123,11,1288,1,190,190,Card
8184,2025-02-26,111,12,5041,1,240,240,Cash
8185,2023-08-25,19,2,1175,3,180,540,Card
8186,2023-08-03,59,8,5754,1,150,150,UPI
8187,2025-10-10,126,2,5656,1,180,180,Cash
8188,2023-12-12,14,3,2396,1,200,200,Card
8189,2025-03-08,107,3,4379,1,200,200,Card
8190,2024-11-24,48,1,4741,1,120,120,Card
8191,2025-07-15,32,10,2091,2,90,180,Card
8192,2024-03-24,64,2,5791,3,180,540,Card
8193,2023-01-02,59,1,1895,1,120,120,Card
8194,2023-08-20,37,10,3866,2,90,180,Card
8195,2024-08-30,119,2,335,1,180,180,Cash
8196,2023-08-07,130,8,4132,3,150,450,Card
8197,2023-02-22,2,1,3967,2,120,240,Card
8198,2025-04-04,110,5,3774,2,80,160,Card
8199,2024-06-22,119,9,1223,1,230,230,Cash
8200,2025-02-16,17,4,44928,1,250,250,UPI
8201,2023-04-19,18,4,5858,1,250,250,Card
8202,2025-02-10,65,9,2746,2,230,460,UPI
8203,2024-02-12,92,5,1397,1,80,80,UPI
8204,2024-05-19,66,1,5880,1,120,120,Card
8205,2023-07-31,93,6,45751,1,220,220,Card
8206,2024-12-27,39,11,3635,1,190,190,UPI
8207,2023-12-20,134,11,4387,1,190,190,UPI
8208,2024-07-10,111,5,3252,1,80,80,Card
8209,2025-09-16,115,11,2775,1,190,190,Cash
8210,2023-10-27,128,6,4190,2,220,440,Card
8211,2024-10-01,116,7,3020,1,210,210,UPI
8212,2024-04-29,135,2,5870,1,180,180,Cash
8213,2023-09-06,31,7,4978,1,210,210,Cash
8214,2023-12-12,123,5,2335,1,80,80,Card
8215,2024-06-19,52,2,5673,1,180,180,Wallet
8216,2024-12-06,89,11,3182,1,190,190,UPI
8217,2023-01-28,5,8,2220,3,150,450,UPI
8218,2023-01-14,97,5,1482,1,80,80,UPI
8219,2024-04-02,109,2,45411,4,180,720,UPI
8220,2023-05-16,123,11,4241,4,190,760,Cash
8221,2023-09-05,76,3,45272,1,200,200,Cash
8222,2025-08-20,119,2,511,1,180,180,Cash
8223,2023-05-28,76,8,45632,1,150,150,UPI
8224,2025-05-19,136,8,2787,1,150,150,Card
8225,2023-08-05,53,3,1708,1,200,200,Card
8226,2025-05-06,93,2,1855,1,180,180,Card
8227,2024-05-30,105,12,2199,1,240,240,UPI
8228,2023-06-16,71,7,2874,1,210,210,UPI
8229,2025-05-02,128,9,1599,1,230,230,Card
8230,2023-06-30,122,8,439,1,150,150,Cash
8231,2024-10-12,128,2,4496,1,180,180,UPI
8232,2023-04-18,29,12,5117,1,240,240,UPI
8233,2025-09-03,91,6,4908,2,220,440,UPI
8234,2023-10-02,67,1,45442,4,120,480,Card
8235,2025-09-08,103,5,5684,1,80,80,Cash
8236,2024-05-23,1,7,4867,1,210,210,UPI
8237,2024-06-21,88,4,1547,1,250,250,UPI
8238,2025-05-26,142,1,5306,1,120,120,Card
8239,2023-01-28,45,2,4651,1,180,180,UPI
8240,2024-03-21,5,3,240,2,200,400,Wallet
8241,2025-10-30,88,8,45201,1,150,150,UPI
8242,2024-09-09,110,11,391,1,190,190,Cash
8243,2023-06-27,18,10,1999,4,90,360,Card
8244,2023-02-19,111,11,486,1,190,190,Card
8245,2023-04-05,139,1,2960,2,120,240,UPI
8246,2024-12-22,80,1,4047,3,120,360,UPI
8247,2025-07-23,10,4,4200,2,250,500,UPI
8248,2023-09-26,118,5,1833,1,80,80,Wallet
8249,2023-12-07,81,6,1832,2,220,440,UPI
8250,2023-03-28,105,11,1506,1,190,190,UPI
8251,2024-02-15,24,8,5388,1,150,150,Cash
8252,2024-10-24,31,9,4380,1,230,230,UPI
8253,2024-09-26,83,2,3715,1,180,180,UPI
8254,2023-02-06,134,2,5122,1,180,180,Card
8255,2023-03-25,86,7,1778,1,210,210,UPI
8256,2023-05-13,116,7,45267,1,210,210,Card
8257,2023-07-18,51,5,3158,2,80,160,Cash
8258,2025-05-22,84,9,2656,1,230,230,Cash
8259,2024-01-12,123,4,81,1,250,250,Card
8260,2025-03-22,70,8,5470,1,150,150,Cash
8261,2023-08-11,61,5,44963,1,80,80,UPI
8262,2024-12-12,12,2,45010,1,180,180,Cash
8263,2023-05-15,23,10,32,1,90,90,UPI
8264,2023-02-16,89,3,5438,2,200,400,UPI
8265,2023-05-20,127,12,801,1,240,240,UPI
8266,2023-10-01,107,11,364,1,190,190,Card
8267,2023-11-08,61,11,1599,2,190,380,Card
8268,2023-07-17,95,2,3062,4,180,720,Cash
8269,2025-06-01,90,12,1355,1,240,240,Card
8270,2025-09-01,77,8,3315,1,150,150,UPI
8271,2024-10-25,125,5,4729,1,80,80,Cash
8272,2023-04-17,24,11,884,1,190,190,UPI
8273,2024-06-29,26,6,792,1,220,220,Cash
8274,2023-05-20,77,1,4175,5,120,600,Cash
8275,2023-07-14,86,7,2049,1,210,210,UPI
8276,2023-02-15,70,10,45809,3,90,270,Card
8277,2025-10-14,145,8,45901,1,150,150,UPI
8278,2024-02-15,18,3,142,1,200,200,UPI
8279,2025-04-06,84,3,216,3,200,600,UPI
8280,2024-08-04,23,6,3527,1,220,220,Card
8281,2023-01-18,70,3,1211,2,200,400,Card
8282,2025-02-12,48,1,1823,1,120,120,UPI
8283,2024-10-29,133,3,694,1,200,200,Card
8284,2024-11-07,93,8,4195,1,150,150,UPI
8285,2024-05-20,62,8,324,2,150,300,Card
8286,2023-12-15,81,8,1737,1,150,150,UPI
8287,2024-02-06,114,8,4075,1,150,150,Cash
8288,2024-04-29,93,4,5593,1,250,250,Cash
8289,2024-08-16,83,9,2023,2,230,460,UPI
8290,2023-03-13,88,2,864,4,180,720,UPI
8291,2024-04-19,14,5,4040,1,80,80,UPI
8292,2025-10-14,1,9,4575,2,230,460,Card
8293,2023-10-04,110,5,2445,1,80,80,UPI
8294,2023-08-13,13,10,45328,1,90,90,UPI
8295,2024-11-14,128,6,4702,1,220,220,UPI
8296,2024-10-12,92,1,9,2,120,240,UPI
8297,2023-12-06,87,9,2225,1,230,230,Card
8298,2025-09-11,47,10,1958,1,90,90,Cash
8299,2024-04-10,66,8,4116,3,150,450,Card
8300,2024-08-17,91,7,2563,1,210,210,UPI
8301,2023-02-09,135,4,248,1,250,250,UPI
8302,2023-06-16,68,11,434,1,190,190,UPI
8303,2025-08-24,87,1,1649,1,120,120,UPI
8304,2023-05-17,140,4,1267,2,250,500,UPI
8305,2024-06-01,69,6,4675,1,220,220,Card
8306,2024-01-03,74,7,2945,1,210,210,UPI
8307,2023-01-11,55,1,3366,2,120,240,Cash
8308,2024-07-22,51,5,3402,1,80,80,UPI
8309,2025-02-14,83,8,1558,2,150,300,Card
8310,2025-08-30,67,6,2423,1,220,220,Wallet
8311,2023-11-15,57,4,5136,5,250,1250,UPI
8312,2024-04-25,40,11,384,1,190,190,UPI
8313,2025-02-03,11,4,3861,1,250,250,Card
8314,2023-08-20,141,1,44937,4,120,480,Card
8315,2024-02-08,144,10,4232,1,90,90,Card
8316,2023-12-31,104,9,3711,3,230,690,Card
8317,2024-06-27,107,7,45899,1,210,210,Card
8318,2025-05-17,52,4,45245,1,250,250,UPI
8319,2024-10-17,139,4,4362,1,250,250,UPI
8320,2023-05-10,36,5,366,1,80,80,Cash
8321,2025-02-02,14,6,4882,1,220,220,UPI
8322,2024-09-28,133,10,3920,1,90,90,Card
8323,2025-04-10,73,4,1759,2,250,500,UPI
8324,2023-09-20,95,12,741,2,240,480,UPI
8325,2023-09-11,60,11,45794,1,190,190,Card
8326,2024-05-08,40,1,1495,2,120,240,UPI
8327,2023-06-07,3,2,45056,1,180,180,UPI
8328,2023-07-16,138,7,906,1,210,210,Card
8329,2024-12-13,83,12,2900,1,240,240,UPI
8330,2023-10-12,140,2,3822,2,180,360,Cash
8331,2024-09-04,24,5,3435,1,80,80,UPI
8332,2024-12-04,106,8,5787,1,150,150,UPI
8333,2023-01-06,23,2,330,1,180,180,Cash
8334,2025-03-02,101,5,1663,3,80,240,Card
8335,2024-08-31,123,5,4310,1,80,80,Cash
8336,2024-10-11,69,3,4028,1,200,200,UPI
8337,2024-08-24,114,8,575,1,150,150,Card
8338,2024-06-29,114,3,45539,1,200,200,UPI
8339,2024-09-13,54,8,2109,1,150,150,UPI
8340,2023-08-26,142,10,496,1,90,90,Cash
8341,2023-07-21,8,1,1450,1,120,120,Card
8342,2024-03-04,34,8,231,1,150,150,UPI
8343,2023-04-29,35,6,3035,4,220,880,Card
8344,2025-08-23,121,5,796,1,80,80,Card
8345,2024-11-17,129,5,3966,4,80,320,UPI
8346,2024-09-27,125,5,5172,1,80,80,Wallet
8347,2025-04-27,66,1,2354,5,120,600,Card
8348,2024-11-17,145,11,3544,1,190,190,UPI
8349,2025-03-04,107,9,45355,2,230,460,Card
8350,2024-02-23,129,11,4643,1,190,190,UPI
8351,2025-08-26,40,7,45892,1,210,210,Card
8352,2024-03-31,33,8,45613,1,150,150,UPI
8353,2025-01-05,89,1,1960,2,120,240,UPI
8354,2024-12-26,12,10,45774,1,90,90,UPI
8355,2023-05-06,132,3,1393,3,200,600,Card
8356,2025-10-25,40,8,5039,1,150,150,Card
8357,2023-09-05,72,5,45345,4,80,320,UPI
8358,2025-06-17,54,11,2138,1,190,190,Card
8359,2023-04-04,87,10,808,1,90,90,UPI
8360,2025-09-19,96,3,5893,1,200,200,Cash
8361,2023-11-19,136,2,4792,1,180,180,Card
8362,2024-07-15,19,3,5966,1,200,200,UPI
8363,2023-01-24,9,9,1418,1,230,230,UPI
8364,2023-02-26,96,2,5379,1,180,180,Card
8365,2024-10-03,45,6,4714,1,220,220,UPI
8366,2023-06-19,116,1,3848,1,120,120,Card
8367,2025-03-03,15,2,45919,1,180,180,Cash
8368,2024-04-16,72,8,3940,1,150,150,Card
8369,2025-02-16,75,2,1826,1,180,180,UPI
8370,2025-05-28,71,12,2244,5,240,1200,Card
8371,2025-01-20,32,8,1899,2,150,300,UPI
8372,2024-04-13,18,7,2149,2,210,420,Card
8373,2023-08-15,95,8,3044,2,150,300,UPI
8374,2023-07-15,101,6,5512,3,220,660,Card
8375,2024-01-01,38,9,1263,1,230,230,UPI
8376,2024-05-01,14,2,763,1,180,180,Card
8377,2024-02-27,41,3,1029,1,200,200,Wallet
8378,2023-11-22,73,6,810,1,220,220,Card
8379,2024-04-22,82,2,2381,2,180,360,UPI
8380,2023-03-25,4,6,86,1,220,220,UPI
8381,2024-04-22,58,9,112,1,230,230,Card
8382,2024-10-13,41,1,3820,2,120,240,UPI
8383,2024-08-10,28,12,306,2,240,480,Card
8384,2025-04-30,139,10,4720,1,90,90,UPI
8385,2023-08-25,27,9,45252,1,230,230,Cash
8386,2023-06-21,134,8,627,1,150,150,Cash
8387,2023-08-23,31,7,552,1,210,210,UPI
8388,2023-05-15,121,1,4309,3,120,360,UPI
8389,2024-06-06,140,9,5993,1,230,230,UPI
8390,2025-09-16,52,9,45514,2,230,460,UPI
8391,2024-11-03,133,6,2449,2,220,440,UPI
8392,2024-01-28,87,5,45163,1,80,80,UPI
8393,2025-07-28,5,7,4794,1,210,210,UPI
8394,2024-07-07,140,9,660,1,230,230,Card
8395,2023-09-12,126,9,2227,1,230,230,UPI
8396,2024-07-08,83,2,5037,3,180,540,Cash
8397,2024-02-03,116,6,821,1,220,220,UPI
8398,2025-06-11,82,5,1573,1,80,80,Card
8399,2023-09-25,52,12,1511,1,240,240,Card
8400,2023-01-27,98,10,3784,1,90,90,UPI
8401,2024-09-12,91,8,872,1,150,150,Wallet
8402,2025-10-22,89,2,1380,2,180,360,Cash
8403,2024-03-05,16,3,3647,2,200,400,Card
8404,2024-03-15,49,1,945,3,120,360,Card
8405,2025-09-25,101,1,4701,1,120,120,Card
8406,2023-05-17,48,12,45194,1,240,240,Card
8407,2023-07-12,42,3,4652,2,200,400,Card
8408,2023-06-07,52,8,974,2,150,300,Card
8409,2025-08-09,141,6,5864,1,220,220,UPI
8410,2025-02-04,35,1,3793,1,120,120,UPI
8411,2023-10-31,4,6,45366,1,220,220,Wallet
8412,2025-04-29,62,8,1981,1,150,150,UPI
8413,2025-05-05,16,9,4232,1,230,230,Card
8414,2023-05-05,144,3,4230,1,200,200,UPI
8415,2025-04-05,14,5,45084,1,80,80,Card
8416,2023-08-16,77,3,5080,2,200,400,Cash
8417,2024-12-21,18,7,45692,2,210,420,UPI
8418,2024-01-22,134,1,3666,1,120,120,UPI
8419,2023-01-04,136,9,1383,5,230,1150,Card
8420,2024-10-28,145,8,4600,4,150,600,UPI
8421,2023-12-29,10,2,1378,3,180,540,UPI
8422,2024-04-21,45,5,715,1,80,80,Wallet
8423,2023-12-17,56,3,1760,5,200,1000,Card
8424,2024-06-08,68,1,1511,5,120,600,UPI
8425,2025-06-30,68,3,4827,1,200,200,UPI
8426,2024-03-22,132,2,44930,1,180,180,Card
8427,2025-02-16,49,1,45593,1,120,120,Cash
8428,2025-02-19,141,11,344,3,190,570,Card
8429,2023-10-05,79,6,4501,1,220,220,Card
8430,2023-04-11,92,11,45277,1,190,190,Card
8431,2025-03-31,133,6,45451,1,220,220,Wallet
8432,2025-03-13,72,9,5745,2,230,460,UPI
8433,2024-03-06,113,5,1280,1,80,80,UPI
8434,2025-06-30,138,7,45704,1,210,210,Cash
8435,2024-10-14,3,5,3783,1,80,80,Card
8436,2025-04-13,125,5,2965,2,80,160,Card
8437,2023-02-06,77,1,45027,1,120,120,Card
8438,2024-09-21,39,5,684,1,80,80,Card
8439,2024-09-21,26,3,2216,2,200,400,Wallet
8440,2024-02-08,142,2,3355,1,180,180,UPI
8441,2023-01-29,26,1,3276,1,120,120,Cash
8442,2024-06-23,42,7,757,1,210,210,UPI
8443,2023-06-02,47,12,387,1,240,240,UPI
8444,2023-06-06,80,2,4846,1,180,180,UPI
8445,2023-03-09,47,10,2434,1,90,90,UPI
8446,2023-10-10,112,9,2338,1,230,230,Card
8447,2023-05-22,101,12,4027,1,240,240,UPI
8448,2023-09-08,118,3,5530,1,200,200,Card
8449,2024-07-30,143,10,3557,3,90,270,UPI
8450,2024-04-28,100,3,3629,1,200,200,UPI
8451,2023-11-01,91,8,5117,1,150,150,UPI
8452,2025-10-16,123,4,1214,2,250,500,UPI
8453,2024-03-09,38,2,203,1,180,180,Card
8454,2023-05-08,20,4,45068,1,250,250,Cash
8455,2023-10-17,34,10,470,1,90,90,Cash
8456,2024-01-19,145,5,939,2,80,160,UPI
8457,2023-02-15,68,3,465,1,200,200,Cash
8458,2023-07-04,146,3,1048,1,200,200,UPI
8459,2024-09-15,25,7,2383,1,210,210,UPI
8460,2023-03-21,129,12,1336,1,240,240,UPI
8461,2024-04-28,72,12,2980,1,240,240,UPI
8462,2025-08-07,102,4,652,2,250,500,UPI
8463,2025-03-31,24,3,366,1,200,200,UPI
8464,2024-10-20,127,6,5018,2,220,440,Card
8465,2023-01-07,120,6,45111,1,220,220,UPI
8466,2024-01-08,97,11,3090,1,190,190,UPI
8467,2025-02-10,66,10,1801,1,90,90,Card
8468,2023-08-10,101,10,5951,4,90,360,Cash
8469,2023-06-06,55,3,1162,1,200,200,UPI
8470,2025-09-24,66,12,5749,1,240,240,Card
8471,2025-02-23,74,12,983,1,240,240,UPI
8472,2024-08-21,5,5,1570,1,80,80,Card
8473,2023-03-24,14,6,822,2,220,440,Wallet
8474,2023-04-01,50,7,2399,1,210,210,UPI
8475,2023-11-11,22,9,45148,1,230,230,UPI
8476,2023-09-11,118,10,298,1,90,90,Wallet
8477,2023-04-08,56,5,4448,1,80,80,UPI
8478,2023-11-10,85,1,1734,5,120,600,UPI
8479,2023-06-13,96,2,3521,4,180,720,UPI
8480,2025-07-12,77,3,45009,1,200,200,Cash
8481,2024-11-24,144,6,22,4,220,880,Wallet
8482,2025-05-05,26,3,5720,2,200,400,UPI
8483,2025-07-08,92,10,3018,1,90,90,UPI
8484,2025-08-25,69,2,3600,1,180,180,UPI
8485,2025-07-27,83,4,378,1,250,250,UPI
8486,2023-03-18,121,1,4489,1,120,120,UPI
8487,2023-05-05,91,4,3252,1,250,250,UPI
8488,2023-05-19,32,8,579,1,150,150,UPI
8489,2024-03-04,80,9,518,1,230,230,Cash
8490,2023-02-20,76,7,1457,1,210,210,UPI
8491,2023-01-21,61,8,1001,1,150,150,Card
8492,2023-11-23,66,6,1673,1,220,220,Card
8493,2024-04-07,102,8,1629,1,150,150,UPI
8494,2025-01-07,52,2,45051,3,180,540,UPI
8495,2023-07-01,51,5,3123,1,80,80,UPI
8496,2024-01-09,29,4,45355,2,250,500,Wallet
8497,2023-06-16,21,6,2261,4,220,880,UPI
8498,2025-02-10,99,1,2388,1,120,120,UPI
8499,2023-06-03,34,1,4532,1,120,120,Card
8500,2025-07-05,66,8,5072,1,150,150,Cash
8501,2024-12-25,8,8,894,3,150,450,Cash
8502,2025-10-10,49,6,5685,1,220,220,UPI
8503,2025-05-11,71,2,45300,1,180,180,Card
8504,2024-10-06,1,8,3167,1,150,150,UPI
8505,2023-03-12,84,5,1956,1,80,80,Card
8506,2023-06-13,97,2,5569,1,180,180,Card
8507,2025-09-06,1,6,1686,1,220,220,Card
8508,2024-08-25,16,8,45651,1,150,150,Wallet
8509,2023-08-30,136,6,2035,1,220,220,UPI
8510,2024-07-05,50,2,45788,1,180,180,Card
8511,2025-08-16,104,12,4253,1,240,240,UPI
8512,2023-03-21,118,6,190,1,220,220,UPI
8513,2025-02-27,22,5,5822,1,80,80,Cash
8514,2024-02-06,49,10,2127,1,90,90,UPI
8515,2023-06-03,44,9,1222,3,230,690,Card
8516,2025-06-22,131,2,3414,1,180,180,Card
8517,2025-10-03,98,1,1439,1,120,120,Card
8518,2024-03-18,79,8,153,1,150,150,Card
8519,2025-09-15,53,4,4281,4,250,1000,UPI
8520,2024-12-25,40,5,45715,1,80,80,UPI
8521,2025-03-24,84,1,4236,1,120,120,Card
8522,2024-05-25,64,10,5460,2,90,180,Cash
8523,2024-07-20,100,1,1188,2,120,240,UPI
8524,2023-01-15,38,4,4912,1,250,250,UPI
8525,2025-09-03,129,11,2283,1,190,190,UPI
8526,2023-07-07,93,7,5815,2,210,420,Cash
8527,2023-04-30,32,11,4445,1,190,190,Cash
8528,2023-11-17,99,6,3890,1,220,220,Card
8529,2024-11-10,80,9,5172,1,230,230,Card
8530,2024-06-13,76,6,45493,1,220,220,Cash
8531,2023-12-14,34,8,4637,2,150,300,UPI
8532,2024-06-08,21,11,4812,1,190,190,Cash
8533,2025-04-03,59,7,5565,1,210,210,UPI
8534,2023-09-15,25,2,2322,2,180,360,UPI
8535,2023-07-05,30,5,5710,1,80,80,UPI
8536,2023-02-05,51,2,3089,1,180,180,Card
8537,2025-01-04,91,9,45456,1,230,230,Card
